0	0	0	0	0	0
0	0	64	14	7	60
0	0	128	31	16	130
0	0	192	46	23	193
0	0	256	61	31	257
0	0	320	76	39	321
0	0	384	92	46	385
0	0	448	106	54	448
0	0	512	121	61	510
0	0	576	137	69	575
0	0	640	151	77	636
0	0	704	166	84	699
0	0	768	181	91	760
0	0	832	196	99	822
0	0	896	210	106	883
0	0	960	225	114	946
0	0	1023	239	121	1004
0	64	0	19	71	6
0	64	64	23	72	60
0	64	128	35	73	130
0	64	192	49	74	193
0	64	256	63	76	257
0	64	320	78	79	321
0	64	384	93	83	385
0	64	448	108	87	448
0	64	512	122	91	510
0	64	576	138	96	575
0	64	640	152	101	636
0	64	704	167	107	699
0	64	768	181	113	760
0	64	832	196	118	822
0	64	896	211	125	885
0	64	960	226	131	947
0	64	1023	240	137	1005
0	128	0	35	129	11
0	128	64	37	129	61
0	128	128	45	130	131
0	128	192	56	130	193
0	128	256	69	131	257
0	128	320	83	138	321
0	128	384	97	140	385
0	128	448	111	142	449
0	128	512	125	145	511
0	128	576	140	148	575
0	128	640	154	151	636
0	128	704	169	154	700
0	128	768	183	158	760
0	128	832	198	162	822
0	128	896	213	166	885
0	128	960	227	171	947
0	128	1023	241	175	1006
0	192	0	51	191	16
0	192	64	53	194	62
0	192	128	59	194	131
0	192	192	67	195	193
0	192	256	78	195	257
0	192	320	90	196	321
0	192	384	103	198	386
0	192	448	116	199	449
0	192	512	130	201	511
0	192	576	144	203	576
0	192	640	158	205	637
0	192	704	172	207	700
0	192	768	186	210	761
0	192	832	200	213	822
0	192	896	215	219	885
0	192	960	230	222	947
0	192	1023	243	223	1005
0	256	0	67	252	22
0	256	64	69	254	63
0	256	128	73	255	132
0	256	192	80	255	193
0	256	256	89	258	260
0	256	320	100	258	322
0	256	384	111	259	387
0	256	448	124	260	449
0	256	512	136	262	512
0	256	576	150	263	576
0	256	640	163	265	637
0	256	704	177	266	701
0	256	768	191	268	761
0	256	832	204	271	823
0	256	896	219	275	886
0	256	960	233	278	948
0	256	1023	246	278	1006
0	320	0	84	312	27
0	320	64	85	316	65
0	320	128	89	316	132
0	320	192	95	318	197
0	320	256	102	319	260
0	320	320	111	319	324
0	320	384	121	320	387
0	320	448	133	322	449
0	320	512	145	323	512
0	320	576	157	325	577
0	320	640	170	324	638
0	320	704	183	327	701
0	320	768	196	329	763
0	320	832	210	330	824
0	320	896	224	334	887
0	320	960	237	334	948
0	320	1023	250	336	1006
0	384	0	100	375	32
0	384	64	102	379	67
0	384	128	105	379	133
0	384	192	110	381	198
0	384	256	116	381	261
0	384	320	124	383	324
0	384	384	133	384	388
0	384	448	143	384	451
0	384	512	154	385	512
0	384	576	166	386	577
0	384	640	178	387	639
0	384	704	191	390	702
0	384	768	203	391	763
0	384	832	216	392	825
0	384	896	230	394	888
0	384	960	243	395	950
0	384	1023	256	396	1008
0	448	0	117	437	38
0	448	64	119	440	80
0	448	128	121	441	134
0	448	192	125	442	198
0	448	256	131	443	261
0	448	320	138	445	324
0	448	384	146	445	389
0	448	448	155	446	451
0	448	512	165	447	513
0	448	576	176	447	578
0	448	640	187	448	640
0	448	704	199	450	703
0	448	768	211	451	764
0	448	832	224	453	826
0	448	896	237	455	889
0	448	960	250	456	951
0	448	1023	262	455	1009
0	512	0	134	499	43
0	512	64	136	504	82
0	512	128	137	504	136
0	512	192	141	506	199
0	512	256	146	507	262
0	512	320	152	507	325
0	512	384	160	509	391
0	512	448	168	509	452
0	512	512	177	509	514
0	512	576	187	510	579
0	512	640	198	511	641
0	512	704	209	513	704
0	512	768	221	514	765
0	512	832	233	515	828
0	512	896	245	517	890
0	512	960	257	518	952
0	512	1023	269	517	1011
0	576	0	151	564	49
0	576	64	153	568	85
0	576	128	154	569	137
0	576	192	157	570	200
0	576	256	162	572	265
0	576	320	168	572	327
0	576	384	174	573	391
0	576	448	182	573	453
0	576	512	190	573	514
0	576	576	199	574	580
0	576	640	209	576	642
0	576	704	220	578	705
0	576	768	231	579	767
0	576	832	242	580	828
0	576	896	254	582	892
0	576	960	266	583	954
0	576	1023	278	582	1012
0	640	0	167	626	54
0	640	64	169	630	88
0	640	128	170	629	139
0	640	192	173	630	201
0	640	256	177	632	265
0	640	320	182	633	328
0	640	384	188	634	391
0	640	448	195	634	453
0	640	512	203	634	516
0	640	576	212	634	581
0	640	640	221	636	643
0	640	704	232	639	707
0	640	768	242	639	767
0	640	832	252	639	829
0	640	896	264	642	891
0	640	960	276	643	956
0	640	1023	287	643	1014
0	704	0	184	688	59
0	704	64	185	691	91
0	704	128	187	693	140
0	704	192	190	694	202
0	704	256	193	695	266
0	704	320	198	696	328
0	704	384	203	696	392
0	704	448	209	696	455
0	704	512	216	695	516
0	704	576	225	697	581
0	704	640	234	699	644
0	704	704	243	701	707
0	704	768	253	702	768
0	704	832	263	703	831
0	704	896	274	705	894
0	704	960	286	706	957
0	704	1023	296	704	1015
0	768	0	201	750	65
0	768	64	202	754	94
0	768	128	203	754	142
0	768	192	206	756	204
0	768	256	209	757	267
0	768	320	213	758	329
0	768	384	218	757	394
0	768	448	224	757	455
0	768	512	230	757	517
0	768	576	238	759	583
0	768	640	247	762	647
0	768	704	256	764	710
0	768	768	265	763	770
0	768	832	275	765	833
0	768	896	286	767	896
0	768	960	296	767	958
0	768	1023	306	766	1017
0	832	0	217	812	70
0	832	64	219	815	98
0	832	128	219	815	145
0	832	192	222	817	205
0	832	256	225	818	268
0	832	320	229	819	330
0	832	384	233	818	393
0	832	448	239	819	456
0	832	512	245	819	518
0	832	576	252	819	584
0	832	640	260	823	647
0	832	704	269	826	711
0	832	768	278	826	771
0	832	832	287	827	833
0	832	896	297	827	895
0	832	960	307	828	959
0	832	1023	317	827	1017
0	896	0	233	872	75
0	896	64	234	874	101
0	896	128	235	874	147
0	896	192	237	875	207
0	896	256	240	878	269
0	896	320	244	879	331
0	896	384	248	878	394
0	896	448	253	880	456
0	896	512	259	881	518
0	896	576	267	883	585
0	896	640	274	883	647
0	896	704	282	885	709
0	896	768	290	886	771
0	896	832	299	887	834
0	896	896	308	888	895
0	896	960	318	888	958
0	896	1023	327	887	1017
0	960	0	250	935	81
0	960	64	251	935	105
0	960	128	251	935	149
0	960	192	253	936	208
0	960	256	256	938	271
0	960	320	260	940	332
0	960	384	264	939	395
0	960	448	269	941	457
0	960	512	274	942	520
0	960	576	280	942	585
0	960	640	288	946	648
0	960	704	296	947	711
0	960	768	303	949	772
0	960	832	312	949	834
0	960	896	321	950	896
0	960	960	331	952	960
0	960	1023	339	950	1019
